nid,category,title,writer,dept_nm,regist_dt,taxonomy,telno,cpyrht,url
9554773,건강,"2016년 상반기 농수산물 부적합 현황",홍민정,식품안전과,20160905132905,"건강>식생활 안전>농산물 잔류농약 검사>부적합 농수산물 현황",2133-4736,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554773
9554774,공통업무,"2016년 8월 갈등조정담당관 업무추진비 사용내역 공표",이연주,갈등조정담당관,20160905134809,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-6356,"CC BY-ND",http://opengov.seoul.go.kr/public/9554774
9554775,공통업무,"2016년 8월 서울시립미술관 학예연구부 업무추진비 집행내역",문덕기,교육홍보과,20160905000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2124-8926,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554775
9554776,공통업무,"8월 시민건강국 식품안전과 업무추진비  사용실적 공개",김윤정,식품안전과,20160905140548,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-4706,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554776
9554777,공통업무,"2016년 8월 보건환경연구원 식품의약품부 부서운영업무추진비 집행내역 공개 ",최희진,식품의약품부,20160905140602,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-570-3265,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554777
9554778,공통업무,2016년8월서부수도사업소급수운영과부서운영업무추진비사용내역,임재석,급수운영과,20160905140603,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3146-3642,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554778
9554779,공통업무,"2016년 상품권 구매내역 및 사용내역(서부수도사업소 시설관리과)",김용민,시설관리과,20160905141227,"공통업무>예산집행 관리>상품권 구매 및 사용내역>상품권 종류, 목적, 수량, 구매액, 지급대상자 등",02-3146-3707,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554779
9554780,공통업무,"2016년 8월 도시기반시설본부 시설국 설비부 업무추진비 집행내역",김미란,설비부,20160905141752,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3708-8609,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554780
9554781,건강,"유해물질 수거검사 현황(2015년)",안성호,식품안전과,20160905143027,"건강>식생활 안전>유해물질 수거검사 현황>유해물질 수거검사 현황",21334732,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554781
9554782,공통업무,"동부공원녹지사업소 조경지원과 8월분 업무추진비 집행내역",김영립,조경지원과,20160905143228,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2181-1173,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554782
9554783,건강,"2016년 가공식품 안전관리 계획",안성호,식품안전과,20160905143418,"건강>식생활 안전>가공식품 안전 종합대책>가공식품 안전관리 종합계획",21334732,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554783
9554784,공통업무,"2016년 8월 도시기반시설본부 도시철도건축부 업무추진비 집행내역",임숙경,도시철도건축부,20160905143601,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",772-7337,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554784
9554785,공통업무,"동남권조성반 2016년 8월 업무추진비 사용내역 공개 ",김종욱,동남권조성반,20160905144813,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-8270,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554785
9554786,공통업무,"2016년8월 강서수도사업소 행정지원과 업무추진비(부서운영,정원가산)집행내역",정선이,행정지원과,20160905150850,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3146-3817,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554786
9554787,공통업무,"2016년 8월 강서수도사압소 요금과 부서운영 업무추진비 집행내역",권계정,요금과,20160905151349,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3146-3882,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554787
9554788,건강,"2016 대사증후군관리사업 현황 1분기 추진현황",조수경,보건의료정책과,20160905151605,"건강>건강관리>대사증후군 관리사업 계획>대사증후군 관리사업 계획 및 추진현황",2133-7527,"CC BY-ND",http://opengov.seoul.go.kr/public/9554788
9554789,공통업무,"2016년 8월 체육시설관리사업소 스포츠마케팅과 업무추진비",이봉헌,스포츠마케팅과,20160905153144,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2240-8713,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554789
9554790,공통업무,"2016년 08월 강남수도사업소 급수운영과 부서운영업무추진비 집행내역 ",목명희,급수운영과,20160905154335,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3146-4842,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554790
9554799,공통업무,"2016년 8월 교통방송 기획조정실 업무추진비 집행내역",이정선,기획조정실,20160905162457,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",311-5226,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554799
9554800,공통업무,"2016년 8월 중 서울소방학교 인재개발과 업무추진비 사용내역 ",이희곤,인재개발과,20160905162825,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2106-3712,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554800
9554801,공통업무,"2016년 8월 동대문소방서 업무추진비 집행내역",김두일,소방행정과,20160905163645,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2243-0071,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554801
9554802,건강,"2016년 농수산물 안전성 관리계획",홍민정,식품안전과,20160905170802,"건강>식생활 안전>농수산물 식품안전 종합대책>농수산물 안전관리 종합계획",2133-4736,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554802
9554803,공통업무,"2016. 8월 용산소방서 업무추진비 집행내역",권오서,"용산소방서 ",20160905000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",794-1190,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554803
9554804,공통업무,"2016년 8월 에너지시민협력과 업무추진비 집행내역",장정인,에너지시민협력과,20160905172058,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-3585,"CC BY",http://opengov.seoul.go.kr/public/9554804
9554805,공통업무,"서울물연구원 수질분석부 업무추진비 공개(2016.08월) ",신동인,수질연구과,20160905172620,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3146-1733,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554805
9554806,공통업무,"2016년 암사아리수정수센터 8월 업무추진비 공개",강수경,행정관리과,20160902000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3146-5723,"CC BY",http://opengov.seoul.go.kr/public/9554806
9554807,공통업무,"2016년 8월중 강남소방서 예방과 업무추진비 공개",김성숙,예방과,20160905174352,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-568-1191,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554807
9554808,공통업무,"2016년 8월 강서수도사업소 시설관리과 업무추진비 집행내역",김영화,시설관리과,20160905175452,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3146-3993,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554808
9554809,공통업무,"계약심사과 업무추진비 집행내역(2016년8월)",심재봉,계약심사과,20160905180358,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-3305,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554809
9554810,공통업무,"북부수도사업소 시설관리과 부서운영업무추진비(8월) 집행내역",박미정,시설관리과,20160905000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3146-3394,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554810
9554811,공통업무,"2016년 8월 복지본부 어르신복지과 업무추진비 집행내역",양영,어르신복지과,20160905184706,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-7405,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554811
9554812,공통업무,"2016년 8월 광진소방서 재난관리과 업무추진비 집행내역",조용성-22,재난관리과,20160905194059,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-452-2008,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554812
9554814,공통업무,"8월 부수운영업무추진비 사용내역 (서부수도사업소 현장민원과)",배미애,현장민원과,20160905201333,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3416-2402,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554814
9554815,공통업무,"2016년 8월 남부수도사업소 행정지원과 업무추진비 집행내역",방수진,행정지원과,20160905202128,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3146-4412,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554815
9554816,공통업무,"2016년 8월 주택건축국 공동주택과 업무추진비 집행내역",이학천,공동주택과,20160906030215,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-7134,"CC BY",http://opengov.seoul.go.kr/public/9554816
9554817,공통업무,"2016년 8월 서울종합방재센터 종합상황실 업무추진비 집행내역",김정희,종합상황실,20160906093502,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",726-2015,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554817
9554819,공통업무,"2016년 8월 영등포아리수정수센터 행정관리과 업무추진비 사용내역",남상규,행정관리과,20160906094848,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3146-5612,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554819
9554820,공통업무,"2016년 8월 토지관리과 업무추진비 집행내역",최문경,토지관리과,20160906100113,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-4665,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554820
9554821,공통업무,"2016년 8월 푸른도시국 공원조성과 업무추진비 집행내역",윤숙연,공원조성과,20160906101200,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",21332055,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554821
9554822,공통업무,"2016.8월중 도봉소방서 업무추진비 사용내역 ",김재성,"도봉소방서 소방행정과",20160906111853,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2215-5521,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554822
9554823,공통업무,"평생교육정책관 청소년담당관 업무추진비 사용내역 공개(2016. 8월)",문선경,청소년담당관,20160906111929,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-4115,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554823
9554824,공통업무,"8월분 서울대공원 업무추진비 자료 공개",심상운,총무과,20160906000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",500-7212,"CC BY-ND",http://opengov.seoul.go.kr/public/9554824
9554825,공통업무,"2016년 8월 서울시립과학관 총무과 업무추진비 집행내역",이혜린,"서울시립과학관 총무과",20160906112609,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-970-4523,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9554825
9570640,공통업무,"2016년 8월 양천소방서 업무추진비 사용내역",강정일,소방행정과,20160906133402,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2651-7384,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9570640
9570641,공통업무,"2016년 8월 시의회사무처 도시안전건설전문위원실 업무추진비 집행내역 ",김혜영,도시안전건설전문위원실,20160906133817,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3705-1120,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9570641
9570642,공통업무,"2016년 8월 서울소방학교(구조구급교육센터) 업무추진비 집행내역",박대준,"서울소방학교 구조구급교육센터",20160906000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2106-3765,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9570642
9570643,공통업무,"2016년 8월 기획조정실 공기업담당관 업무추진비 집행내역",박정훈,공기업담당관,20160906143900,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-6774,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9570643
9570644,공통업무,"2016년 8월 중부소방서 업무추진비 집행내역",형진영,소방행정과,20160906145524,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2238-0119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9570644
9570645,공통업무,"2016. 8월 문화본부 문화정책과 업무추진비 집행내역",김수현,문화정책과,20160906150938,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-2514,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9570645
9571679,공통업무,"2016년8월 도시재생본부 공공재생과 업무추진비 사용내역",김아영,공공재생과,20160906154603,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-8645,"CC BY-ND",http://opengov.seoul.go.kr/public/9571679
9571680,공통업무,"2016년 8월 지역발전본부 서남권사업과 업무추진비 집행내역",설은주,서남권사업과,20160906160016,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",21331515,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9571680
9571681,공통업무,"2016년 8월 도로관리과 업무추진비 집행 내역",용선란-2,도로관리과,20160906163034,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-8182,"CC BY-NC",http://opengov.seoul.go.kr/public/9571681
9571682,공통업무,"마포소방서 8월 업무추진비 공개",김건우,소방행정과,20160906163632,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-701-3490,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9571682
9571683,공통업무,"2016년 8월 푸른도시국 산지방재과 업무추진비 집행내역",허현일,산지방재과,20160906164013,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-2175,"CC BY-ND",http://opengov.seoul.go.kr/public/9571683
9571684,공통업무,"2016년 8월 중랑소방서 업무추진비 집행내역",서상호,소방행정과,20160906171002,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-3423-0324,"CC BY",http://opengov.seoul.go.kr/public/9571684
9571685,공통업무,"2016년 8월 동작소방서 업무추진비 집행내역",강기홍,소방행정과,20160906171120,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-841-3119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9571685
9571686,공통업무,"2016년 8월 북부도로사업소 업무추진비 집행내역",김화영,관리단속과,20160906172838,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-944-5411,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9571686
9571687,공통업무,"2016년 8월 소방재난본부 소방감사담당관 업무추진비 집행내역",박정하,소방감사담당관,20160906173707,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3706-1813,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9571687
9571688,공통업무,"2016년 8월 북부수도사업소 행정지원과 업무추진비 집행내역",옥혜경,행정지원과,20160906000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3146-3213,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9571688
9571689,공통업무,"2016년 8월 광진소방서 업무추진비 집행내역",우병일,소방행정과,20160906000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-430-7119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9571689
9571690,공통업무,"경제진흥본부 투자유치과 2016년 8월 업무추진비 집행내역",남영은,투자유치과,20160906183821,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-5326,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9571690
9571691,공통업무,"2016년 8월 도시계획국 도시계획과 업무추진비 집행내역",김슬기,도시계획과,20160906192551,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-8308,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9571691
9571692,공통업무,"2016년  8월 도시기반시설본부 도시철도설비부 업무추진비 집행내역",서영아,도시철도설비부,20160906203126,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",772-7276,"CC BY-ND",http://opengov.seoul.go.kr/public/9571692
9571695,공통업무,"재정관리담당관 업무추진비 공개(8월)",김수희,재정관리담당관,20160907090029,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-6865,"CC BY-ND",http://opengov.seoul.go.kr/public/9571695
9571696,공통업무,"재정괸리담당관 법인카드 사용 내역 공개(8월)",김수희,재정관리담당관,20160907090141,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-6865,"CC BY-ND",http://opengov.seoul.go.kr/public/9571696
9571697,공통업무,"2016년 8월 서부공원녹지사업소 업무추진비 및 공원운영과 업무추진비 공개",강희경,공원운영과,20160907000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",300-5518,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9571697
9571698,공통업무,"2016년 8월 교통방송 보도국 업무추진비 사용내역",강세영,보도국,20160907092436,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-311-5352,"CC BY",http://opengov.seoul.go.kr/public/9571698
9571699,공통업무,"2016년 8월 체육시설관리사업소 시설개선과 부서업무추진비 집행내역",탁현수,시설개선과,20160907095523,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2240-8819,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9571699
9571700,공통업무,"2016년 8월 강북아리수정수센터 행정관리과 업무추진비 집행내역 ",김금옥,행정관리과,20160907000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3146-5817,"CC BY-ND",http://opengov.seoul.go.kr/public/9571700
9571701,공통업무,"2016.8월 도시기반시설본부 도시철도사업부 업무추진비 집행내역 ",전영숙,도시철도사업부,20160907101416,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",772-7166,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9571701
9571702,공통업무,"2016년 8월 보건의료정책과 업무추진비 사용내역 공개",이수진,보건의료정책과,20160907103305,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-7513,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9571702
9571704,행정,"서울시 대학생 학자금대출 이자지원 현황",최재용,청년정책담당관,20160907103641,"행정>장학사업>장학사업 추진현황>대학생 학자금 대출이자 지원현황",02-2133-6587,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9571704
9571705,공통업무,"2016년 8월 재무국 자산관리과 업무추진비 집행내역 공개",김영,자산관리과,20160907110614,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-3278,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9571705
9571706,공통업무,"2016년 8월 체육시설관리사업소 운영기획과 업무추진비 집행내역 공개",김은미,운영기획과,20160907111415,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2240-8750,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9571706
9571707,공통업무,"품질시험소 업무추진비 집행내역(8월분)",성윤희,총무과,20160907112019,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3462-4355,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9571707
9571708,공통업무,"2016년 8월 보건환경연구원 축산물부 부서운영 업무추진비 집행내역",이은형,축산물부,20160907112507,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",570-3236,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9571708
9586004,공통업무,"8월 독산119안전센터 기관운영업무추진비 내역",이정환,독산119안전센터,20160907124358,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",869-1119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9586004
9586005,공통업무,"8월 독산119안전센터 기관운영업무추진비 내역(수정)",이정환,독산119안전센터,20160907124622,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",869-1119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9586005
